low_p,large_p,low_less,high_less,max_title,replace_title,win_rate,old_wins,new_wins,draws
1,8,0,2,2,5,34.0,60,34,1
1,8,0,3,2,5,34.0,60,34,4
1,8,3,5,2,5,34.0,59,34,5
1,8,3,5,3,4,34.0,57,34,6
1,9,1,2,2,4,34.0,58,34,7
1,9,1,3,2,4,34.0,60,34,3
1,9,2,4,2,4,34.0,56,34,5
1,9,3,5,4,5,34.0,52,34,7
1,9,4,5,4,5,34.0,59,34,3
2,3,0,3,2,4,34.0,59,34,5
2,3,1,2,2,5,34.0,58,34,4
2,3,1,3,3,5,34.0,54,34,6
2,3,1,5,2,5,34.0,55,34,4
2,3,1,5,3,4,34.0,61,34,4
2,3,2,3,3,5,34.0,55,34,7
2,3,2,4,2,3,34.0,59,34,3
2,3,2,4,4,5,34.0,54,34,5
2,3,2,5,3,5,34.0,57,34,6
2,3,3,5,2,4,34.0,57,34,7
2,3,4,5,2,5,34.0,56,34,4
2,4,0,2,2,5,34.0,58,34,6
2,4,0,2,4,5,34.0,58,34,7
2,4,0,3,2,5,34.0,59,34,3
2,4,0,4,2,4,34.0,56,34,4
2,4,0,4,2,5,34.0,59,34,2
2,4,1,2,3,4,34.0,64,34,2
2,4,2,3,2,4,34.0,58,34,5
2,4,2,5,4,5,34.0,58,34,5
2,4,3,4,2,3,34.0,58,34,1
2,5,0,1,4,5,34.0,61,34,3
2,5,0,4,3,5,34.0,57,34,8
2,5,2,3,2,5,34.0,55,34,7
2,5,2,3,3,5,34.0,59,34,6
2,5,3,5,3,5,34.0,60,34,3
2,5,4,5,2,3,34.0,57,34,4
2,6,3,5,3,4,34.0,61,34,2
2,6,4,5,3,4,34.0,64,34,1
2,7,0,2,4,5,34.0,58,34,5
2,7,1,3,2,5,34.0,61,34,1
2,7,1,5,3,4,34.0,56,34,2
2,7,2,5,3,5,34.0,58,34,4
2,7,3,5,4,5,34.0,60,34,4
2,8,0,5,3,4,34.0,57,34,4
2,8,1,2,2,3,34.0,59,34,5
2,8,1,2,2,4,34.0,62,34,3
2,8,1,3,2,5,34.0,60,34,3
2,8,1,5,3,5,34.0,59,34,3
2,8,2,5,2,4,34.0,62,34,1
2,8,3,4,2,4,34.0,61,34,4
2,9,0,5,3,5,34.0,58,34,3
2,9,1,4,2,3,34.0,59,34,5
2,9,1,4,2,4,34.0,63,34,3
2,9,2,4,2,3,34.0,61,34,1
3,4,0,3,3,4,34.0,59,34,2
3,4,0,3,4,5,34.0,63,34,2
3,4,0,5,4,5,34.0,58,34,7
3,4,1,2,2,4,34.0,59,34,5
3,4,1,3,2,4,34.0,59,34,3
3,5,0,1,2,3,34.0,58,34,4
3,5,0,3,2,5,34.0,57,34,7
3,5,0,4,2,4,34.0,61,34,3
3,5,1,2,2,3,34.0,57,34,8
3,5,2,4,2,4,34.0,55,34,4
3,6,0,4,3,4,34.0,62,34,4
3,6,1,3,3,5,34.0,63,34,2
3,6,2,4,3,4,34.0,58,34,2
3,6,3,4,2,4,34.0,59,34,3
3,6,3,5,2,4,34.0,59,34,2
3,6,3,5,3,4,34.0,61,34,4
3,6,3,5,4,5,34.0,56,34,5
3,6,4,5,4,5,34.0,58,34,4
3,7,0,1,2,5,34.0,58,34,4
3,7,0,5,3,4,34.0,57,34,5
3,7,1,4,2,3,34.0,59,34,4
3,7,1,5,2,4,34.0,57,34,6
3,7,2,5,2,5,34.0,62,34,3
3,7,3,5,2,5,34.0,61,34,3
3,8,0,2,2,5,34.0,57,34,5
3,8,1,2,2,3,34.0,58,34,5
3,8,1,3,2,4,34.0,62,34,2
3,8,1,3,3,5,34.0,59,34,2
3,8,1,5,2,5,34.0,59,34,5
3,8,1,5,3,4,34.0,56,34,6
3,8,3,4,2,3,34.0,57,34,5
3,8,3,5,3,5,34.0,60,34,3
3,8,4,5,2,3,34.0,62,34,2
3,9,0,3,2,4,34.0,60,34,2
3,9,3,5,2,3,34.0,62,34,2
4,5,1,2,3,4,34.0,57,34,6
4,5,1,2,3,5,34.0,60,34,5
4,5,1,5,4,5,34.0,59,34,5
4,5,2,3,3,5,34.0,59,34,5
4,5,2,4,3,5,34.0,60,34,4
4,5,3,5,4,5,34.0,58,34,4
4,6,0,2,3,5,34.0,56,34,8
4,6,0,3,3,5,34.0,53,34,4
4,6,1,4,2,5,34.0,57,34,1
4,6,1,4,3,4,34.0,57,34,4
4,6,2,3,2,3,34.0,57,34,4
4,6,3,5,3,4,34.0,62,34,1
4,7,1,4,2,4,34.0,58,34,5
4,7,3,5,3,5,34.0,64,34,2
4,8,0,1,2,4,34.0,59,34,1
4,8,0,4,4,5,34.0,62,34,2
4,8,1,2,2,3,34.0,58,34,4
4,8,1,4,2,4,34.0,61,34,2
4,8,1,4,4,5,34.0,58,34,5
4,8,2,4,2,3,34.0,54,34,10
4,8,3,4,3,5,34.0,61,34,2
4,8,3,4,4,5,34.0,57,34,8
4,9,0,1,2,3,34.0,59,34,5
4,9,0,1,2,5,34.0,56,34,8
4,9,0,5,3,4,34.0,60,34,6
4,9,0,5,4,5,34.0,56,34,6
4,9,1,2,2,5,34.0,57,34,6
4,9,2,5,3,5,34.0,60,34,4
4,9,4,5,2,3,34.0,58,34,2
5,6,0,3,2,4,34.0,56,34,5
5,6,0,4,3,5,34.0,57,34,7
5,6,1,4,2,5,34.0,56,34,6
5,6,1,5,2,5,34.0,59,34,5
5,7,0,4,2,4,34.0,60,34,6
5,7,0,4,2,5,34.0,54,34,8
5,7,1,5,2,3,34.0,58,34,7
5,7,1,5,3,5,34.0,61,34,4
5,7,2,4,3,5,34.0,57,34,4
5,7,3,4,2,5,34.0,63,34,1
5,8,1,4,2,3,34.0,60,34,3
5,8,1,5,3,5,34.0,60,34,1
5,9,0,4,3,5,34.0,59,34,4
5,9,1,3,4,5,34.0,60,34,2
5,9,1,5,3,5,34.0,57,34,4
5,9,2,5,3,5,34.0,56,34,6
5,9,3,4,2,5,34.0,61,34,2
5,9,3,5,3,4,34.0,60,34,5
0,1,0,4,2,3,33.0,59,33,4
0,1,2,4,3,4,33.0,61,33,4
0,1,4,5,2,5,33.0,58,33,4
0,2,0,2,2,5,33.0,58,33,3
0,2,0,5,2,3,33.0,58,33,4
0,2,1,5,3,4,33.0,64,33,3
0,2,2,4,3,5,33.0,59,33,3
0,2,2,5,2,4,33.0,56,33,7
0,3,2,5,2,3,33.0,55,33,8
0,4,0,1,2,4,33.0,59,33,6
0,4,0,3,2,5,33.0,62,33,3
0,4,4,5,2,3,33.0,65,33,1
0,4,4,5,2,5,33.0,61,33,2
0,5,4,5,2,3,33.0,63,33,2
0,6,0,1,3,4,33.0,62,33,1
0,6,0,1,3,5,33.0,59,33,4
0,6,0,3,2,4,33.0,54,33,9
0,6,2,4,2,3,33.0,55,33,7
0,6,2,4,2,5,33.0,54,33,6
0,6,2,4,4,5,33.0,57,33,8
0,6,3,4,4,5,33.0,59,33,5
0,6,3,5,2,4,33.0,55,33,4
0,6,4,5,2,4,33.0,56,33,5
0,7,1,5,2,4,33.0,62,33,2
0,7,2,3,2,4,33.0,62,33,4
0,7,2,3,2,5,33.0,60,33,1
0,7,2,5,2,3,33.0,58,33,5
0,8,0,3,2,4,33.0,60,33,6
0,8,0,3,3,4,33.0,60,33,5
0,9,0,2,4,5,33.0,60,33,4
0,9,0,4,2,3,33.0,57,33,7
0,9,0,4,2,5,33.0,63,33,4
0,9,1,3,2,5,33.0,61,33,3
0,9,1,4,2,3,33.0,61,33,4
0,9,1,5,3,4,33.0,63,33,1
0,9,2,5,2,3,33.0,62,33,2
0,9,3,4,2,3,33.0,64,33,3
1,2,0,5,2,3,33.0,59,33,6
1,2,0,5,2,4,33.0,62,33,3
1,2,2,3,2,3,33.0,65,33,1
1,2,3,4,2,5,33.0,61,33,2
1,2,3,4,3,5,33.0,60,33,4
1,2,4,5,2,5,33.0,59,33,5
1,3,0,2,2,3,33.0,59,33,4
1,3,1,2,2,3,33.0,62,33,4
1,3,1,3,2,4,33.0,63,33,1
1,3,2,4,2,5,33.0,62,33,3
1,3,4,5,4,5,33.0,62,33,3
1,4,0,2,2,5,33.0,61,33,2
1,4,0,3,2,4,33.0,63,33,2
1,4,0,4,2,3,33.0,62,33,3
1,4,0,5,2,4,33.0,59,33,5
1,4,1,4,4,5,33.0,61,33,3
1,4,2,4,3,5,33.0,62,33,4
1,4,2,5,2,3,33.0,62,33,2
1,4,3,4,3,4,33.0,63,33,3
1,4,4,5,2,4,33.0,59,33,3
1,4,4,5,3,4,33.0,59,33,4
1,5,0,1,2,5,33.0,56,33,6
1,5,0,2,2,3,33.0,59,33,5
1,5,0,3,2,5,33.0,60,33,2
1,5,0,4,2,3,33.0,60,33,5
1,5,0,4,2,5,33.0,56,33,9
1,5,2,5,3,5,33.0,62,33,2
1,5,4,5,2,4,33.0,61,33,4
1,6,0,1,2,3,33.0,60,33,6
1,6,0,4,2,4,33.0,63,33,1
1,6,1,4,2,4,33.0,58,33,8
1,6,2,4,2,4,33.0,64,33,1
1,6,2,4,3,5,33.0,61,33,4
1,6,3,4,2,3,33.0,58,33,5
1,7,0,5,3,5,33.0,62,33,2
1,7,1,4,4,5,33.0,59,33,5
1,7,2,4,2,4,33.0,61,33,3
1,8,0,1,2,4,33.0,63,33,1
1,8,0,3,2,4,33.0,55,33,7
1,8,1,3,2,4,33.0,59,33,5
1,8,1,3,2,5,33.0,58,33,5
1,8,1,5,2,4,33.0,62,33,3
1,8,2,3,2,3,33.0,59,33,5
1,8,2,4,2,3,33.0,56,33,4
1,8,3,4,2,3,33.0,59,33,5
1,8,3,4,2,4,33.0,60,33,3
1,8,4,5,2,3,33.0,59,33,4
1,8,4,5,3,5,33.0,60,33,5
1,9,0,4,2,4,33.0,59,33,7
1,9,1,4,2,3,33.0,60,33,2
1,9,1,4,4,5,33.0,60,33,3
1,9,2,5,4,5,33.0,59,33,4
1,9,3,5,2,4,33.0,62,33,3
1,9,3,5,3,4,33.0,61,33,5
2,3,0,4,2,3,33.0,55,33,7
2,3,1,2,3,5,33.0,60,33,2
2,3,1,3,3,4,33.0,56,33,7
2,4,0,3,3,4,33.0,57,33,2
2,4,0,4,3,5,33.0,62,33,3
2,4,2,5,2,3,33.0,57,33,7
2,5,0,1,2,3,33.0,63,33,3
2,5,0,2,3,5,33.0,59,33,7
2,5,0,3,2,3,33.0,63,33,2
2,5,0,4,2,5,33.0,64,33,1
2,5,4,5,3,5,33.0,57,33,8
2,6,0,3,4,5,33.0,58,33,4
2,6,0,4,2,3,33.0,60,33,5
2,6,2,4,2,3,33.0,58,33,6
2,6,3,4,2,4,33.0,58,33,6
2,6,4,5,3,5,33.0,60,33,5
2,7,0,2,2,4,33.0,56,33,5
2,7,0,5,3,5,33.0,58,33,4
2,7,1,3,2,4,33.0,55,33,8
2,7,2,3,3,4,33.0,56,33,8
2,7,3,5,3,4,33.0,62,33,3
2,8,0,2,2,3,33.0,61,33,5
2,8,0,2,3,4,33.0,57,33,8
2,8,0,4,2,3,33.0,62,33,2
2,8,1,4,2,3,33.0,64,33,2
2,8,2,3,2,3,33.0,60,33,4
2,8,2,4,3,4,33.0,61,33,2
2,8,3,4,2,3,33.0,57,33,5
2,8,3,4,4,5,33.0,59,33,7
2,8,3,5,3,4,33.0,59,33,6
2,8,4,5,3,4,33.0,60,33,6
2,9,0,4,2,4,33.0,61,33,5
2,9,1,4,3,4,33.0,61,33,3
2,9,2,5,2,5,33.0,65,33,1
2,9,2,5,3,4,33.0,63,33,2
2,9,4,5,2,5,33.0,63,33,2
3,4,0,4,3,4,33.0,57,33,6
3,4,1,3,2,3,33.0,59,33,4
3,4,1,5,2,3,33.0,63,33,3
3,4,2,3,2,5,33.0,62,33,1
3,4,2,5,2,4,33.0,62,33,4
3,4,3,4,2,4,33.0,58,33,6
3,4,3,5,2,5,33.0,61,33,4
3,5,0,2,2,3,33.0,53,33,7
3,5,0,3,2,3,33.0,61,33,5
3,5,0,4,3,5,33.0,59,33,6
3,5,1,3,2,3,33.0,64,33,3
3,5,1,3,2,5,33.0,61,33,4
3,5,1,4,2,4,33.0,61,33,2
3,5,1,5,2,3,33.0,61,33,2
3,5,4,5,2,3,33.0,59,33,6
3,6,0,5,2,3,33.0,64,33,2
3,6,0,5,3,5,33.0,62,33,2
3,6,2,4,2,4,33.0,57,33,4
3,6,2,5,3,5,33.0,62,33,0
3,7,0,4,4,5,33.0,61,33,2
3,7,0,5,2,5,33.0,59,33,6
3,7,0,5,4,5,33.0,60,33,1
3,7,1,2,2,5,33.0,62,33,2
3,7,2,5,2,3,33.0,59,33,7
3,8,0,1,2,5,33.0,60,33,5
3,8,0,3,2,3,33.0,61,33,6
3,8,1,4,3,4,33.0,61,33,5
3,8,2,3,2,5,33.0,61,33,3
3,8,3,5,4,5,33.0,63,33,2
3,9,1,5,3,5,33.0,65,33,2
3,9,2,4,2,3,33.0,60,33,4
3,9,2,4,2,5,33.0,57,33,3
3,9,3,4,2,4,33.0,58,33,3
4,5,0,2,2,4,33.0,59,33,4
4,5,0,4,3,4,33.0,63,33,1
4,5,1,2,2,4,33.0,61,33,5
4,5,1,4,2,5,33.0,62,33,1
4,5,1,5,3,4,33.0,60,33,5
4,5,2,3,2,5,33.0,60,33,2
4,5,3,4,2,4,33.0,61,33,4
4,5,3,5,3,5,33.0,60,33,4
4,6,0,3,2,3,33.0,58,33,5
4,6,1,2,2,3,33.0,61,33,3
4,6,2,3,3,4,33.0,61,33,4
4,6,2,5,2,4,33.0,58,33,5
4,6,3,4,2,4,33.0,61,33,3
4,6,3,5,3,5,33.0,63,33,4
4,7,1,4,4,5,33.0,62,33,3
4,7,2,3,2,3,33.0,59,33,5
4,7,3,5,2,3,33.0,57,33,6
4,8,0,1,2,3,33.0,59,33,5
4,8,0,3,2,3,33.0,59,33,7
4,8,1,3,2,4,33.0,62,33,5
4,8,1,3,2,5,33.0,57,33,5
4,8,1,5,3,4,33.0,59,33,4
4,9,0,3,2,5,33.0,56,33,6
4,9,0,4,3,4,33.0,61,33,5
4,9,2,4,2,4,33.0,57,33,5
4,9,2,4,4,5,33.0,49,33,13
4,9,3,5,3,5,33.0,60,33,2
4,9,4,5,2,4,33.0,60,33,4
4,9,4,5,3,4,33.0,60,33,3
5,6,0,4,3,4,33.0,62,33,3
5,6,0,5,4,5,33.0,59,33,5
5,6,1,2,2,3,33.0,62,33,5
5,6,1,4,3,4,33.0,63,33,4
5,6,2,4,3,4,33.0,62,33,3
5,7,0,2,2,5,33.0,60,33,6
5,7,0,3,2,5,33.0,57,33,7
5,7,0,3,3,4,33.0,61,33,2
5,7,0,4,3,5,33.0,58,33,5
5,7,0,5,2,4,33.0,63,33,1
5,7,0,5,3,5,33.0,60,33,4
5,8,0,3,2,5,33.0,59,33,6
5,8,0,5,4,5,33.0,60,33,3
5,8,1,2,3,4,33.0,58,33,8
5,8,2,4,4,5,33.0,62,33,3
5,9,0,3,2,3,33.0,64,33,0
5,9,1,2,3,5,33.0,54,33,8
5,9,1,4,2,3,33.0,61,33,4
5,9,3,4,4,5,33.0,64,33,2
0,1,0,1,2,5,32.0,62,32,3
0,1,0,2,2,4,32.0,58,32,9
0,1,0,2,2,5,32.0,62,32,3
0,1,0,3,2,5,32.0,62,32,3
0,1,3,4,2,5,32.0,63,32,2
0,2,1,3,2,4,32.0,56,32,9
0,2,3,5,2,5,32.0,59,32,5
0,2,4,5,2,3,32.0,61,32,1
0,3,1,3,3,5,32.0,63,32,2
0,3,1,5,2,5,32.0,60,32,5
0,3,3,5,2,5,32.0,63,32,3
0,3,4,5,4,5,32.0,61,32,4
0,4,1,2,3,5,32.0,62,32,1
0,4,2,3,2,4,32.0,60,32,4
0,5,0,1,2,3,32.0,63,32,3
0,5,0,1,2,5,32.0,61,32,4
0,5,0,2,2,5,32.0,58,32,5
0,5,2,5,2,3,32.0,61,32,3
0,6,2,4,2,4,32.0,61,32,6
0,6,4,5,3,4,32.0,64,32,2
0,7,0,2,3,5,32.0,61,32,5
0,7,3,5,2,5,32.0,59,32,6
0,7,4,5,2,5,32.0,63,32,3
0,8,1,2,3,5,32.0,59,32,7
0,8,2,5,2,5,32.0,56,32,4
0,8,3,5,2,4,32.0,63,32,3
0,9,1,3,3,5,32.0,62,32,4
0,9,1,5,2,4,32.0,62,32,4
0,9,3,4,2,4,32.0,60,32,3
0,9,3,5,2,5,32.0,58,32,2
1,2,2,5,2,5,32.0,67,32,0
1,3,0,5,2,5,32.0,52,32,9
1,3,1,4,2,3,32.0,58,32,7
1,3,3,4,2,4,32.0,63,32,4
1,4,0,1,4,5,32.0,64,32,2
1,4,2,5,2,5,32.0,57,32,10
1,5,1,2,2,3,32.0,60,32,4
1,5,1,5,3,5,32.0,56,32,10
1,6,1,5,2,3,32.0,61,32,4
1,7,0,1,2,4,32.0,56,32,9
1,7,0,3,2,3,32.0,59,32,5
1,7,0,4,2,3,32.0,61,32,6
1,7,0,5,2,3,32.0,62,32,5
1,7,0,5,4,5,32.0,65,32,2
1,7,1,2,2,4,32.0,65,32,2
1,7,2,4,2,3,32.0,62,32,4
1,7,2,5,4,5,32.0,64,32,3
1,7,3,5,2,5,32.0,61,32,3
1,8,2,4,2,5,32.0,58,32,4
1,8,3,5,4,5,32.0,61,32,5
1,9,0,3,2,3,32.0,61,32,4
1,9,0,3,2,5,32.0,60,32,5
1,9,0,4,2,5,32.0,63,32,4
1,9,1,3,2,5,32.0,58,32,7
1,9,1,4,2,4,32.0,62,32,4
1,9,4,5,2,5,32.0,62,32,5
2,3,0,4,4,5,32.0,64,32,3
2,4,1,3,2,4,32.0,64,32,0
2,4,1,5,3,4,32.0,63,32,4
2,4,2,4,2,4,32.0,60,32,5
2,4,4,5,3,5,32.0,55,32,7
2,5,0,3,2,5,32.0,66,32,2
2,5,0,5,3,4,32.0,59,32,7
2,5,0,5,3,5,32.0,61,32,6
2,5,1,2,4,5,32.0,61,32,3
2,5,1,3,3,4,32.0,65,32,2
2,5,1,3,3,5,32.0,57,32,8
2,5,1,4,2,5,32.0,63,32,2
2,5,1,5,2,4,32.0,57,32,8
2,5,2,4,2,5,32.0,59,32,5
2,5,2,4,3,5,32.0,63,32,3
2,5,3,4,3,5,32.0,62,32,1
2,6,1,4,2,4,32.0,60,32,5
2,6,3,4,2,3,32.0,58,32,5
2,6,3,5,3,5,32.0,59,32,6
2,7,0,1,2,3,32.0,60,32,6
2,7,2,5,2,5,32.0,59,32,4
2,7,3,4,3,4,32.0,54,32,8
2,8,2,4,2,3,32.0,62,32,4
2,8,4,5,4,5,32.0,61,32,1
2,9,0,5,2,5,32.0,64,32,0
2,9,1,2,2,3,32.0,59,32,6
2,9,1,2,2,4,32.0,59,32,6
2,9,3,5,3,5,32.0,65,32,2
3,4,0,1,2,4,32.0,64,32,1
3,4,1,2,2,5,32.0,58,32,4
3,4,1,3,2,5,32.0,58,32,5
3,4,1,5,2,5,32.0,62,32,4
3,4,2,5,2,3,32.0,59,32,3
3,4,2,5,3,4,32.0,62,32,3
3,5,0,1,2,4,32.0,62,32,4
3,5,0,2,2,4,32.0,56,32,8
3,5,0,5,2,5,32.0,64,32,1
3,5,1,2,2,5,32.0,60,32,5
3,5,1,5,3,5,32.0,59,32,5
3,5,2,4,2,3,32.0,59,32,7
3,5,2,5,2,4,32.0,62,32,3
3,5,3,5,3,4,32.0,59,32,7
3,6,1,4,3,4,32.0,61,32,3
3,6,1,5,3,5,32.0,64,32,2
3,6,2,3,2,3,32.0,58,32,7
3,7,0,3,2,5,32.0,55,32,10
3,7,1,4,4,5,32.0,63,32,4
3,7,2,5,2,4,32.0,65,32,0
3,7,2,5,3,5,32.0,58,32,8
3,7,4,5,3,4,32.0,64,32,4
3,8,0,5,2,3,32.0,61,32,5
3,8,1,3,3,4,32.0,66,32,1
3,8,1,4,2,4,32.0,64,32,1
3,8,1,4,3,5,32.0,64,32,3
3,8,3,4,2,4,32.0,64,32,2
3,8,3,4,2,5,32.0,60,32,3
3,8,3,4,3,5,32.0,64,32,4
3,9,0,1,2,5,32.0,58,32,4
3,9,0,4,2,4,32.0,63,32,5
3,9,1,4,3,4,32.0,61,32,4
3,9,2,3,2,5,32.0,59,32,5
4,5,1,3,2,3,32.0,62,32,5
4,5,1,4,3,5,32.0,63,32,3
4,5,2,4,2,4,32.0,60,32,6
4,5,2,4,2,5,32.0,63,32,2
4,5,3,4,4,5,32.0,62,32,4
4,6,0,1,2,5,32.0,55,32,9
4,6,0,2,2,4,32.0,64,32,4
4,6,0,3,2,5,32.0,60,32,5
4,6,0,4,2,3,32.0,61,32,4
4,6,0,4,3,4,32.0,65,32,1
4,6,0,5,2,4,32.0,62,32,4
4,6,1,5,3,5,32.0,58,32,3
4,6,3,4,2,3,32.0,60,32,2
4,7,0,4,2,3,32.0,64,32,3
4,7,1,5,2,3,32.0,60,32,3
4,7,3,4,2,4,32.0,65,32,1
4,8,0,2,4,5,32.0,60,32,5
4,8,0,3,3,5,32.0,63,32,3
4,8,0,4,3,5,32.0,58,32,5
4,8,1,2,2,4,32.0,61,32,2
4,8,1,3,4,5,32.0,63,32,2
4,8,1,4,3,5,32.0,58,32,6
4,8,2,5,2,5,32.0,57,32,9
4,8,2,5,3,5,32.0,63,32,2
4,8,4,5,3,5,32.0,61,32,5
4,9,0,1,2,4,32.0,58,32,5
4,9,0,2,3,4,32.0,64,32,4
4,9,0,5,3,5,32.0,59,32,4
4,9,1,2,2,3,32.0,64,32,3
4,9,2,3,2,4,32.0,65,32,2
4,9,3,4,3,4,32.0,58,32,7
4,9,3,5,3,4,32.0,61,32,5
4,9,4,5,4,5,32.0,58,32,3
5,6,1,4,3,5,32.0,61,32,6
5,6,2,4,2,4,32.0,56,32,10
5,6,2,5,2,3,32.0,62,32,5
5,6,3,4,2,5,32.0,60,32,6
5,7,0,2,4,5,32.0,59,32,6
5,7,0,5,2,3,32.0,63,32,3
5,7,1,4,2,5,32.0,62,32,1
5,7,1,5,3,4,32.0,59,32,6
5,7,2,4,2,3,32.0,60,32,5
5,8,0,3,2,3,32.0,57,32,7
5,8,0,4,2,3,32.0,61,32,2
5,8,0,5,3,4,32.0,60,32,5
5,8,1,5,3,4,32.0,63,32,4
5,8,2,3,2,3,32.0,63,32,3
5,9,0,1,2,5,32.0,62,32,5
5,9,0,2,2,4,32.0,61,32,4
5,9,1,2,2,3,32.0,60,32,4
5,9,1,3,2,4,32.0,65,32,2
5,9,2,3,2,3,32.0,61,32,3
5,9,2,4,2,5,32.0,65,32,2
5,9,2,5,2,4,32.0,64,32,0
5,9,4,5,4,5,32.0,62,32,3
0,1,1,3,2,4,31.0,61,31,3
0,2,2,4,2,5,31.0,62,31,5
0,3,1,2,2,3,31.0,59,31,6
0,3,3,5,2,3,31.0,58,31,6
0,4,1,4,2,4,31.0,66,31,2
0,4,3,5,2,4,31.0,60,31,6
0,5,1,2,2,5,31.0,59,31,4
0,5,1,2,3,5,31.0,55,31,9
0,5,4,5,2,4,31.0,65,31,4
0,6,2,3,2,4,31.0,63,31,2
0,7,0,2,4,5,31.0,62,31,2
0,7,1,2,2,4,31.0,63,31,2
0,7,4,5,4,5,31.0,61,31,7
0,8,1,2,2,5,31.0,63,31,5
0,8,1,4,2,4,31.0,61,31,2
0,8,2,3,2,4,31.0,62,31,4
0,8,3,5,2,5,31.0,60,31,3
0,9,2,4,3,5,31.0,62,31,5
0,9,4,5,2,4,31.0,59,31,5
1,2,0,2,2,4,31.0,61,31,4
1,2,1,2,2,3,31.0,60,31,5
1,2,1,5,2,4,31.0,61,31,8
1,2,2,4,2,5,31.0,61,31,3
1,3,0,5,4,5,31.0,58,31,5
1,3,1,4,2,4,31.0,63,31,4
1,3,2,3,2,3,31.0,58,31,7
1,3,2,4,2,4,31.0,60,31,5
1,3,3,4,2,3,31.0,61,31,6
1,4,0,2,2,3,31.0,63,31,2
1,4,0,4,3,4,31.0,60,31,4
1,4,0,5,2,5,31.0,64,31,4
1,4,2,5,3,5,31.0,59,31,8
1,5,2,5,2,4,31.0,61,31,3
1,5,3,5,4,5,31.0,59,31,5
1,6,1,2,4,5,31.0,61,31,4
1,7,0,4,4,5,31.0,60,31,6
1,7,1,5,2,3,31.0,60,31,3
1,7,3,4,2,4,31.0,56,31,7
1,7,4,5,2,3,31.0,61,31,7
1,8,1,5,2,3,31.0,61,31,4
1,8,1,5,2,5,31.0,62,31,4
1,8,2,3,2,4,31.0,63,31,5
1,9,0,1,2,3,31.0,61,31,3
1,9,1,3,2,3,31.0,61,31,3
1,9,2,3,2,4,31.0,62,31,5
1,9,2,3,3,5,31.0,63,31,5
1,9,2,5,2,4,31.0,60,31,4
1,9,3,4,2,4,31.0,64,31,4
1,9,3,4,2,5,31.0,64,31,2
1,9,3,4,3,4,31.0,63,31,3
2,3,1,4,2,3,31.0,60,31,3
2,3,1,5,3,5,31.0,58,31,8
2,3,3,5,2,3,31.0,60,31,3
2,3,3,5,3,4,31.0,67,31,2
2,3,4,5,3,5,31.0,61,31,5
2,4,0,1,2,4,31.0,61,31,5
2,4,0,2,2,3,31.0,63,31,5
2,4,2,4,2,5,31.0,66,31,1
2,4,2,4,3,5,31.0,59,31,6
2,4,3,4,2,4,31.0,62,31,2
2,4,3,5,2,4,31.0,62,31,2
2,5,0,1,3,4,31.0,63,31,5
2,5,0,2,2,5,31.0,64,31,2
2,5,1,5,3,4,31.0,59,31,4
2,5,2,5,2,3,31.0,62,31,4
2,5,2,5,3,5,31.0,63,31,5
2,5,4,5,2,5,31.0,64,31,2
2,6,1,2,2,4,31.0,63,31,2
2,6,1,3,2,3,31.0,63,31,3
2,7,0,3,2,5,31.0,61,31,3
2,7,1,4,2,5,31.0,64,31,3
2,7,4,5,2,4,31.0,59,31,5
2,7,4,5,3,4,31.0,65,31,3
2,7,4,5,3,5,31.0,62,31,2
2,8,0,3,2,3,31.0,60,31,7
2,8,3,5,3,5,31.0,60,31,6
2,9,0,2,3,4,31.0,59,31,8
2,9,1,3,2,4,31.0,59,31,3
2,9,2,3,2,5,31.0,63,31,3
2,9,2,5,2,3,31.0,61,31,6
3,4,0,4,2,5,31.0,63,31,4
3,4,1,2,2,3,31.0,63,31,5
3,4,1,5,3,4,31.0,59,31,7
3,4,3,5,2,3,31.0,64,31,2
3,4,3,5,3,5,31.0,64,31,1
3,5,2,3,2,3,31.0,60,31,5
3,5,2,5,3,5,31.0,58,31,4
3,6,0,1,2,5,31.0,55,31,9
3,6,0,3,2,5,31.0,60,31,6
3,6,1,3,2,3,31.0,62,31,5
3,6,1,4,2,4,31.0,65,31,2
3,6,2,3,2,4,31.0,60,31,7
3,6,2,3,2,5,31.0,61,31,1
3,6,2,5,3,4,31.0,62,31,4
3,6,3,5,3,5,31.0,63,31,4
3,6,4,5,3,4,31.0,61,31,5
3,6,4,5,3,5,31.0,61,31,4
3,7,0,4,2,3,31.0,64,31,3
3,7,0,5,2,4,31.0,55,31,9
3,7,0,5,3,5,31.0,58,31,6
3,7,1,3,2,5,31.0,59,31,4
3,8,0,5,3,5,31.0,64,31,3
3,8,1,2,4,5,31.0,64,31,4
3,8,3,5,2,4,31.0,66,31,1
3,9,0,5,2,4,31.0,62,31,3
3,9,2,5,2,3,31.0,65,31,2
3,9,2,5,3,5,31.0,65,31,3
3,9,3,4,2,3,31.0,57,31,5
4,5,0,3,3,4,31.0,63,31,5
4,5,0,5,2,4,31.0,63,31,2
4,5,1,2,2,5,31.0,60,31,3
4,5,2,4,2,3,31.0,62,31,4
4,5,2,5,2,3,31.0,63,31,5
4,5,3,5,2,5,31.0,64,31,4
4,5,4,5,3,5,31.0,65,31,0
4,6,0,2,2,3,31.0,59,31,7
4,6,1,2,2,5,31.0,63,31,1
4,6,4,5,3,4,31.0,60,31,6
4,7,0,1,2,4,31.0,61,31,4
